"captchalogue_code","name","consumable","catalogue","lootonly","refrance","power","aggrieve","aggress","assail","assault","abuse","accuse","abjure","abstain","description","art","credit","abstratus","size","effects","Build_Grist_Cost","Amber_Cost","Amethyst_Cost","Artifact_Grist_Cost","Blood_Cost","Caulk_Cost","Chalk_Cost","Cobalt_Cost","Copper_Cost","Diamond_Cost","Emerald_Cost","Frosting_Cost","Garnet_Cost","Gold_Cost","Iodine_Cost","Jet_Cost","Malachite_Cost","Marble_Cost","Mercury_Cost","Obsidian_Cost","Opal_Cost","Polychromite_Cost","Quartz_Cost","Rainbow_Cost","Redstone_Cost","Rock_Candy_Cost","Rose_Quartz_Cost","Ruby_Cost","Rust_Cost","Shale_Cost","Star_Sapphire_Cost","Sulfur_Cost","Sunstone_Cost","Tar_Cost","Titanium_Cost","Topaz_Cost","Uranium_Cost","End_Of_Grists","hybrid"
"!ZA!jxEV","Aperture Science Hand-Held Portal Device","0","0","0","0","30","300","0","0","0","200","400","600","800","A gun that shoots portals. You're not too sure how it could be used offensively, but it's still ridiculously cool!","handheldportaldevice.png","Blake Barto","sciencekind, riflekind","large","","0","0","0","0","0","0","220000","0","0","0","0","0","0","0","0","0","0","0","0","22000","10000","0","0","0","0","0","0","0","0","0","20000","0","0","0","0","20000","0","","0"
"P90HT454","Plush Scythe","0","0","0","0","15","15","0","0","0","0","0","0","0","A scythe with a black handle and a plushy grip, and it plays japanese music whenever it hits an enemy. You have no idea why this exists.","plushscythe.png","apocalypseGambit","scythekind","large","","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"p3Rs0N4!","Persona 4","0","1","0","1","0","0","0","0","0","0","0","0","0","A copy of the popular RPG, Persona 4, for the Playstation 2.","","","notaweapon","small","","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"lH!zrt!?","Oriental Blades of Death","0","0","0","0","400","0","0","0","0","0","0","0","0","An elegant pair of deadly chainsaws with a sleek, tapering design that creates a sharp, dangerous tip at the ends.","orientalbladesofdeath.png","Goose","chainsawkind, needlekind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","0","40000","10000","0","0","","0"
"e82MG0SG","Nuclear Bomb","0","0","0","0","1000","0","0","0","0","0","-500","-500","-500","With great knowledge comes great power...","nuclearbomb.png","apocalypseGambit","explosivekind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11100","0","0","0","0","0","0","0","0","0","0","0","0","41000","0","210000","","0"
"!Rr?LPb!","Draconomicon","0","0","0","0","33","0","0","0","0","0","0","0","0","A glance at this book gets your heart pounding, but after a second look you realize this is a dragon encyclopedia, not a spellbook for summoning dragons or other dragon-related magic. Bummer.","draconomicon.png","blissfullyRandom","bookkind","large","","33","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"?n!txShN","Nook\'s Slashed Prices","0","0","0","0","20","6","5","0","0","0","0","0","0","This item is the embodiment of one's search to pay off the debt of bells to a certain raccoon. ","","Bratical","scythekind","average","","40","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"lLT3nV!?","Chain Spear","0","0","0","0","20","3","4","5","6","0","0","0","0","A spear that can detach sections with chain links. Hard to master, easy to fall in love with.","","","chainkind, spearkind","large","","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","","0"
"0L02HI6K","Nancho Spear","0","0","0","0","-12","0","0","0","0","0","0","0","0","A spear that's lasting forever. It's a little bit hard to hold, since it almost always goes through your hands.","nanchospearcard.png","Gatleos","spearkind","large","","0","0","0","-88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"R3n0v8IT","Nails","0","1","0","0","0","0","0","0","0","0","0","0","0","A set of nails, you suppose this could be useful for hanging something, assuming you had a hammer.. or a poster.","nails.png","iZanami","notaweapon","small","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","0"
"s3rtLLhd","Mythology Crossing disk","0","0","0","0","0","0","0","0","0","0","0","0","0","A game where you and friends get to play as a god from ancient Greece or Rome! Farm, go shopping, lose your family, it's a fun game everyone can enjoy!","","","notaweapon","small","","3000","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"H?xtJuho","Froliche Fahrenheiten","0","0","0","0","250","0","0","0","20","0","0","0","0","Nothing captures the feel of Christmas like underlings roasting on an open fire.","","","flamethrowerkind","large","","4510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11250","0","0","0","0","25000","0","0","0","0","","0"
"8LW0OMAA","Rockfist","0","0","0","0","555","0","35","45","55","0","0","0","0","Throw up your rockfist if you're feeling it when I drop this... POW, POW! That's the sound when the rock hits.","","","glovekind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144000","240","0","0","0","2003","0","0","","0"
"l?zyx!V!","Running Shoes","0","0","0","0","36","0","0","6","0","0","0","0","0","There's an instruction manual to go with them... ""Press and hold B to run super fast!""</br>You have no idea what that means, but they're pretty comfy.","","","footwearkind","average","","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"I76124Q3","Spade of Aces","0","0","0","0","152","0","0","0","0","0","0","0","0","A shovel with a head that is literally shaped like a spade. This digging implement is surely one of a kind.","","","diggerkind","average","","30000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","15000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!!2rlv!s","The Renegade","0","0","0","0","4","0","0","0","0","0","0","0","0","A cheap, neon-green recorder. You have no idea why such a mediocre weapon has such a cool-sounding name.","","","woodwindkind","average","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","","0"
"0I6UHo2S","hella JEFF shird","0","0","0","0","-3","0","0","0","0","0","0","0","0","he warned you about the staris bro. and now he can warn you on your shirt all day........","hellajeffshird.png","JakeCrowley","notaweapon, bodygear","average","","0","0","0","-111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"024MHo0K","GLOWN IN THE DARK hjshirt","0","0","0","0","-6","3","0","0","0","0","0","0","0","This fancy BLAPCK rendition of the HELELA JEfF shirt also now GLOWNS IN THE DARK....... you sure are glad this one glows in the dark, cause they might not all do that?","","","notaweapon, bodygear","average","","0","0","0","-1111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0"
"!VpUV!x!","Half-Life: Full Life Consequences","0","0","0","0","16","2","0","0","0","0","0","0","0","A draft of a shitty Half-Life fanfiction that is so terribly riddled with grammar and spelling mistakes that you can't help but get a laugh out of it every time you read.","","","bookkind","average","","198","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"yTV9mlt7","Original Character Sketchbook","0","0","0","0","17","0","0","0","0","0","0","0","0","A sketchbook full of drawings of someone's Sonic the Hedgehog fan-characters. The only way you can tell that these are not just different drawings of existing Sonic characters are the various names labeled underneath, as well as the slightly altered and/or ridiculous coloration. If these were your characters, you'd certainly not want this sketchbook falling into the wrong hands. Someone might steal your ideas!","","","bookkind","large","","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"zvz!la!N","The Double Dipper","0","0","0","0","422","22","22","22","22","22","22","22","22","Two jumbo, deep-cupped spoons for the gluttonous and careless. Don't use them while others are watching or else you might not get invited to any more parties.","","","spoonkind","large","","44222","0","0","0","0","0","0","0","0","12222","0","42222","0","0","0","0","0","0","22222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"VwRll?kE","Bass-Playing Bass","0","0","0","0","0","0","0","0","0","0","0","0","0","Great. Now, not only does he sing, he also plays music with a little guitar. What's worse, he doesn't even take requests.","bassplayingbass.png","kettleWarrior","notaweapon","large","","410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","0"
"tlo!nTdr","Mystical Staff","0","0","0","0","17","0","0","0","0","0","0","0","0","Oddly enough, the only thing mystical about it is the green glow it emits. Oh well, it'll at least make a good nightlight!","","","staffkind","large","","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","","0"
"W00WY00K","Muse\'s Soul","0","0","0","0","9999","9999","0","0","0","9999","0","0","0","SYSTEMAn item any musician would kill for. A small mote of rainbow energy that transforms into a powerful aura when held, that allows the wielder to create any kind of sound possible, from full blown orchestral music to supersonic explosions. ","","","batonkind","large","","0","0","0","0","1250000","0","0","0","0","1000000","0","0","0","0","0","0","0","0","0","0","0","0","0","750000","0","0","0","0","0","0","0","0","0","0","0","0","1500000","","0"
"32200Hne","Motherboard","0","0","0","0","9999","2000","0","0","0","1500","0","0","0","You can now have whacky zanny adventures with your friends just like Ness! This thing can rend anything in twain... except for those M#$%@#!ing TREES!","","","axekind","average","","0","0","0","0","0","0","0","0","1001011","0","1001001","0","0","1001100","0","0","0","0","0","0","0","0","0","0","1001100","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"GQW200II","Magnetic Sword","0","0","0","0","15","0","0","0","0","0","0","0","0","It's all in the name. A magnetic sword. Just be careful not to wave it around anything metal.","","","bladekind","average","","30","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!!BzE!!t","Magic Tarot Cards","0","0","0","0","50","0","0","0","0","0","0","0","0","You can feel the magic powers within these cards. What powers could be hidden inside them? Magic ones, obviously.","","","cardkind","average","","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","60","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"MHX81804","Magic Eight Pen","0","0","0","0","8","8","0","0","0","0","0","0","0","This pen is like a regular ball point pen, except possibly more future seeing. Or maybe the ink is just more blue.","","","penkind","average","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","","0"
"0m0Wa00W","Magic 8-Wand","0","0","0","0","24","0","0","0","0","0","0","0","0","It is capable of producing 8 different magical attacks, but rarely the one you want to use.","","","wandkind","average","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"d0lltr4p","Mad Father Game Disc","0","1","0","1","0","0","0","0","0","0","0","0","0","Horror game from creator Sen.","","","notaweapon","small","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","7","0","0","0","","0"
"z1Px0Wl1","Lighter Figurine","0","0","0","0","3","0","0","0","0","0","0","0","0","Still quite useless as a weapon, but now it's atleast 5 times more hilarious.","","","flamethrowerkind, statuekind","average","","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189","0","0","0","0","0","0","0","0","0","0","0","0","0","291","0","0","0","0","","0"
"m0520084","Faygonight Brew","1","0","0","0","0","0","0","0","0","0","0","0","0","This darker and edgier Faygo drink tastes mostly like the same with an added darkish flavour. Oh and there seems to be some knifes in it, too. Yuck.","","","notaweapon","average","","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","","0"
"WIr22L8G","Miraculous Burn","0","0","0","0","4200","40","20","0","-20","0","0","0","0","A deadly flamethrower that uses a highly flammable concoction of different Faygo flavours. Sweet death, best death.","","","flamethrowerkind","large","","420420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","420420","0","0","0","0","0","0","0","0","0","0","0","420420","0","420420","0","0","0","","0"
"aJnLLTbt","Khajiit Claws","0","0","0","0","70","0","0","5","10","0","0","0","0","Khajiit were a tough race of wandering cat-people, often known to be stealthy and clever. Wearing them gives you a sudden craving for Moon Sugar, though...","","","clawkind","large","","0","0","1000","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","0","0","0","0","0","","0"
"!l!Nl?z!","Action Claws","0","0","0","0","3300","0","333","0","0","0","0","88","0","A set of fierce, hook-ended claws. They were used by a certain, special kitty :33","actionclaws.png","Lilgreenfox","clawkind","large","","0","0","0","0","100000","0","0","888888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","413000","","0"
"?V!Tr!z!","A Farewell to Curtains","0","0","0","0","2000","0","0","0","100","0","0","0","0","""And this is the price you paid for shredding my favorite pair of jeans.""","","","clawkind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","191800","4000","0","0","","0"
"lFVVllzt","Galilean Talons","0","0","0","0","9999","1000","1000","1000","1000","1000","1000","1000","1000","These diamond-hard claws blaze with a white light and always seem to be moving, whether they're being used to slice your enemies to shreds or if they're just vibrating in your hands. You think it has to do with relativity and stuff but you don't really care because goddamn these claws are soooooooo cooooooool!!!!!!!!","galileantalons.png","Lilgreenfox","clawkind","large","","1000000","0","0","0","0","0","700000","888000","0","1000000","0","0","0","0","0","0","0","0","0","120000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","333000","","0"
"13020KW4","Kero-Kero Cola","1","0","0","0","300","0","0","0","0","0","0","0","0","Tadpole Pond's specialty. Somehow, drinking this cola heals yourself and everyone near you. It has a very froggy taste to it.","kerokerocola.gif","WJ","notaweapon","average","","0","0","0","0","0","0","0","0","0","0","10000","25000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"O2XW0XM0","Katana","0","0","0","0","20","5","5","5","5","0","0","0","0","You scaled the Mountains of desu, passed the trials of the Yandere, Drank from the kawaii fountain, and were handed this sword by the one true otaku... Okay, let's face it, you just alchemized this sword.","katana.png","apocalypseGambit","bladekind, ninjakind","average","","50","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","","0"
"10uK0Qbs","Jones\'s Chainlink Trident","0","0","0","0","4100","0","0","250","0","100","0","0","0","This metallic trident was once wielded by a legendary shark pirate. Now it's in your fins. Or hands.","","","spearkind, forkkind","large","","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200000","0","0","0","0","0","225000","0","0","","0"
"0i7D6O5L","iDOLM@STER 2 Disc","0","1","0","1","0","0","0","0","0","0","0","0","0","A game that's popular in Japan. The player takes the role of a producer and manages idol groups. This particular game focuses on unity, to the despair of otaku longing to produce their waifu as a solo unit.","","","notaweapon","small","","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"080X4AC6","Cello","0","1","0","0","9","0","0","0","0","0","-4","-4","-4","A larger, heavier stringed instrument, making it kind of like a giant clubhammer... if you don't care about music, that is.","cello.png","melodiousPsyche","stringskind","large","","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!p!VFBz!","Magically-Enhanced Bat","0","0","0","0","538","0","0","0","0","0","0","0","0","Witches and Major-Leaguers look out! This fancy club lets even mere humans fight off terrors of all kinds.","","","clubkind, sportskind","average","","0","5000","0","0","0","0","0","0","0","0","0","105000","0","0","0","0","0","60000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"o!!z!!V!","House of Leaves","0","0","0","0","9999","9999","5000","5000","5000","5000","5000","5000","9999","A book about a book about a movie that never even existed, House of Leaves details the adventures of William Navidson as he explores a seemingly endless, constantly changing labyrinth in his home, as well as a young Johnny Truant's rapidly decaying psyche. Reading this book properly, you might be able to invoke some of the effects suffered by the protagonists onto your foes. It would probably drive them mad.","houseofleaves.png","tarriedTaphonomist (previously by righteousFury)","bookkind","large","","10000000","0","0","0","0","3000000","0","0","0","0","1000000","0","0","0","0","0","0","0","0","1000000","0","0","0","1000000","0","0","0","0","0","0","800000","0","0","0","0","0","3000000","","0"
"dH!znV!!","Hookshot","0","0","0","0","250","20","0","0","0","0","0","0","0","When I dug a hole, I found a treasure that stretches--BOING! and shrinks--BOING! It's so fun, I'll never give it to anybody!","","","chainkind","average","","0","0","0","0","0","0","0","38000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11000","0","0","","0"
"!!lzV!Rt","Home Fissiomancy Manual","0","0","0","0","235","0","0","0","30","0","-10","-20","-30","A tome full of means by which the practiced scientist or the practiced wizard can summon and command the fantastic power of the ATOM in combat! It is also hideously radioactive.","","","bookkind, sciencekind","large","","30000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23592","","0"
"lP7s?lPv","Healing Slime Donuts","1","0","0","0","0","0","0","0","0","0","0","0","0","The good news, blue goo in these delicious baked treats heals most wounds! The bad news? They taste like ghost sweat.","healingslimedonut.png","blissfullyRandom","notaweapon","average","","0","0","0","0","0","0","0","0","0","0","0","400","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"4W0De002","Long Fall Boots","0","0","0","0","80","0","0","0","0","0","20","30","40","With this pair of boots, you can't help but always land on your feet.","longfallboots.png","tyupmojo413","footwearkind","average","","0","0","0","0","0","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","","0"
"raf9Qgkj","Headset","0","1","0","0","0","0","0","0","0","0","0","0","0","A plastic headband with dual headbands and a microphone. You can use it for easy communication at your computer.","headset.png","dashingCrafter","notaweapon, headgear","average","","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"0G100G08","Hand-Held Mr. Fusion","0","0","0","0","9999","0","0","0","8821","0","0","8821","0","This portable version of the Mr. Fusion makes a most excellent club, like the base model this is also powered by garbage. In this case the garbage happens to be your enemies.","","","clubkind","large","","0","0","0","0","0","0","0","0","0","210000","0","0","0","0","0","0","0","882188","2100000","0","882188","882188","0","882188","0","0","0","0","0","0","0","210000","0","882188","882188","0","18821882","","0"
"eNmlqr?d","Handheld Projection Computer","0","0","0","0","0","0","0","0","0","0","0","0","0","All the power of a Laptop and Projector contained in a small flashlight sized package.","","","notaweapon, computer","average","","600","0","0","0","0","0","0","0","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","0","0","0","0","","0"
"zxN?pNhM","Hammerhead Pogo Ride","0","0","0","0","0","0","0","0","0","0","0","0","0","It doesn't look like it's as much fun as the original ride, but to be fair it's probably a lot safer.","","","notaweapon","large","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","","0"
"?0YFY90!","Dutton Photo","0","1","0","0","0","0","0","0","0","0","0","0","0","Is that...Is that Charles Dutton?","","","notaweapon","miniature","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!VT!t?vq","Evoker","0","0","0","0","192","0","0","3","0","0","-4","0","0","In this case, magic is real and is a completely viable option to use in defeating foes. Or you could save it for later in case you need to off yourself.","","","pistolkind","average","","0","0","0","0","0","0","0","0","0","0","0","30000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15000","0","0","0","0","0","0","0","1000","0","10000","","0"
"10Ad1Z00","Gunman\'s Cane","0","0","0","0","45","0","7","0","0","0","0","0","0","It's just a normal cane, but it shoots people. Imagine if the elderly man down the street always carried around one of these...","","","canekind, riflekind","large","","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","","0"
"p30KG0GO","Gunheels","0","0","0","0","23","0","0","0","0","3","0","0","0","Firearms and fashion combined into a pair of sleek, barrel-heeled pumps. Daring and deadly. ","","","footwearkind","large","","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","","0"
"T!Wtl9N!","Grid-erang","0","0","0","0","40","0","0","0","0","0","0","0","0","A Boomerang shaped ID disc. The Black gloss finish complements the orange glow around the edges. it now does more than just bounce back.","","","boomerangkind","average","","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","","0"
"D40m11L1","Black Guard Light Staff","0","0","0","0","24","0","0","0","0","0","0","0","0","With this staff no Disc on the grid will reach you. You might have a harder time with bigger things though, like imps.","","","disckind, staffkind","large","","40","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"GH0m01H2","Dancing Flame Chakram","0","0","0","0","43","0","0","0","0","0","0","0","0","You now look extremely bad ass,and have an overwhelming desire to shout ""got it memorized"" to the heavens while thrusting your weapon skyward.","","","disckind","average","","150","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","","0"
"!F!!llr?","Green Claws of the Sun","0","0","0","0","9999","3000","3000","4000","3000","3000","3000","3000","3000","Claws imbued with the vast amount of energy from the legendary Green Sun. They make you feel like some kind of feline First Guardian.","greenclawsofthesun.png","Lilgreenfox","clawkind","large","","4000000","0","0","0","0","0","0","0","0","0","2000000","0","0","0","0","0","0","0","0","0","733333","733333","850000","733333","0","0","0","0","0","0","0","0","0","0","0","0","2000000","","0"
"wxkBT4R?","Government Sanctioned God Killers","0","0","0","0","9180","-200","-400","492","776","800","700","-999","-666","Washington has poured trillions of dollars into finally creating a weapon powerful enough to slay Zeus himself. Let's see the fat bastard try and fuck with us now.","","","knifekind","large","","750000","0","0","0","500000","0","0","0","1000001","450555","0","0","0","0","0","0","0","0","0","350000","0","0","0","0","0","0","0","0","0","0","100000","0","150000","0","300000","0","0","","0"
"02HsG110","Gleipnir Tome","0","0","0","0","23","0","0","0","0","0","0","0","0","A hefty tome of dark magic, named for the chain used to bind the wolf Fenrir in Norse mythology. Sealed shut with a chain as nigh-indestructable as its namesake. In combat, its extreme weight is far more useful than any supposed magic contained within.","gleipnirtome.png","blightedEsper","bookkind","large","","38","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"T11I0WE1","Pyromaniac\'s Lighter","0","0","0","0","9999","3333","3333","3333","3333","3333","3333","3333","3333","Big things come in small packages and this baby has burnt down homes all over the planet. Never fails to ignite and never needs refilling.","","","flamethrowerkind","small","","0","10000000","0","0","0","0","0","0","10000000","0","0","0","0","0","0","0","0","0","0","0","10000000","0","0","0","10000000","0","0","10000000","0","0","0","10000000","0","0","0","0","0","","0"
"ZY3DCYEN","XIII - Death","0","0","0","0","3500","0","0","1000","1000","0","0","-100","-100","This Tarot card depicts death itself. Use its magic to rip the life from your enemies.","","","cardkind","average","","0","0","0","0","670000","0","0","0","0","0","0","0","0","0","0","535000","0","0","0","140000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!!V!V!!t","XXI - The World","0","0","0","0","7777","3333","3333","3333","3333","3333","3333","3333","3333","The most powerful of all tarot cards. It can represent Success and will hopefully lead you to victory. Use it wisely.","","","cardkind","average","","559108","0","0","0","0","77777","77777","0","0","0","0","0","0","0","0","0","0","0","0","0","77777","77777","0","0","77777","0","0","0","0","77777","0","77777","0","777777","0","0","77777","","0"
"!?NdC7Pk","Stainless Steel Cleaver","0","0","0","0","25","0","0","0","0","0","0","0","0","As seen on TV! It really can split a skull with no dulling!","","","knifekind","average","","26","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"fH0HfS9z","Terrifyingly Nuclear Utensil","0","0","0","0","4000","0","0","0","0","0","0","0","0","This spoon has several bio-hazard and nuclear warning stickers on it's handle. It appears to cause those struck to undergo nuclear fission.","","","spoonkind","average","","1000000","0","0","0","700000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","700000","","0"
"000880Im","Returning Throwing Knife","0","0","0","0","6666","800","800","800","1000","200","200","400","400","It took years of practice to catch this thing with out stabbing yourself.","","","knifekind","average","","888888","0","0","0","400000","0","0","0","0","0","0","0","0","0","0","500000","0","0","720000","450000","0","300000","0","0","0","0","0","0","0","0","0","0","0","0","450000","0","0","","0"
"BgumCaPI","Soccer Ball","0","1","0","0","5","0","0","0","0","0","5","5","5","A standard soccer ball. European players will insist you call it a football.","","","sportskind, ballkind","average","","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","0"
"i9l9qa5m","So Spice Lemongrab Dummy","0","0","0","0","5750","80","0","0","-40","80","0","0","0","A beet red and somehow more furious looking dummy of the Earl. It's perpetually hot enough to just barely not burn your hands, and exudes an aura of incredible spiciness, making your eyes water if you hold it too close to your face.","","","puppetkind","average","","700000","600000","0","0","0","0","0","0","0","0","0","0","0","700000","0","0","0","0","0","0","0","0","0","100","200000","0","0","0","0","0","0","0","0","0","0","500000","0","","0"
"A?QGQ3Mv","Raider Breakfast Breaker","0","0","0","0","15","0","0","0","0","0","0","0","0"," Load this sucker with bread and it'll fire toast with pictures of your favorite Fallout 3 characters on it! Do you have the crust to use it?","","","appliancekind","average","","150","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
